NUMERO;NOME_RESUMIDO;RGD;RACA;DATA_LEITE;PESO_TOTAL_LEITE;DATA_ULTIMO_PARTO;DATA_BAIXA;
068;068;;Girolando;01/05/2026;11;18/04/2026;;
068;068;;Girolando;09/05/2026;14;18/04/2026;;
068;068;;Girolando;18/05/2026;18;18/04/2026;;
068;068;;Girolando;13/06/2026;22;18/04/2026;;
070;070;;Girolando;13/06/2026;11;10/06/2026;;
075;075;;Girolando;21/03/2026;18;22/02/2026;;
075;075;;Girolando;04/04/2026;22;22/02/2026;;
075;075;;Girolando;17/04/2026;17;22/02/2026;;
075;075;;Girolando;01/05/2026;16;22/02/2026;;
075;075;;Girolando;09/05/2026;15;22/02/2026;;
075;075;;Girolando;18/05/2026;10;22/02/2026;;
075;075;;Girolando;13/06/2026;11;22/02/2026;;
126;126;;Girolando;10/01/2026;11;06/01/2026;;
126;126;;Girolando;16/01/2026;17;06/01/2026;;
126;126;;Girolando;23/01/2026;20;06/01/2026;;
126;126;;Girolando;30/01/2026;22;06/01/2026;;
126;126;;Girolando;18/02/2026;20;06/01/2026;;
126;126;;Girolando;21/03/2026;20;06/01/2026;;
126;126;;Girolando;04/04/2026;22;06/01/2026;;
126;126;;Girolando;17/04/2026;20;06/01/2026;;
126;126;;Girolando;01/05/2026;21;06/01/2026;;
126;126;;Girolando;09/05/2026;22;06/01/2026;;
126;126;;Girolando;18/05/2026;23;06/01/2026;;
126;126;;Girolando;13/06/2026;22;06/01/2026;;
127;127;;Girolando;21/03/2026;18;02/03/2026;;
127;127;;Girolando;04/04/2026;16;02/03/2026;;
127;127;;Girolando;17/04/2026;15;02/03/2026;;
127;127;;Girolando;01/05/2026;16;02/03/2026;;
127;127;;Girolando;09/05/2026;20;02/03/2026;;
127;127;;Girolando;18/05/2026;18;02/03/2026;;
127;127;;Girolando;13/06/2026;21;02/03/2026;;
128;128;;Girolando;21/03/2026;14;02/03/2026;;
128;128;;Girolando;04/04/2026;18;02/03/2026;;
128;128;;Girolando;17/04/2026;15;02/03/2026;;
128;128;;Girolando;01/05/2026;14;02/03/2026;;
128;128;;Girolando;09/05/2026;17;02/03/2026;;
128;128;;Girolando;18/05/2026;13;02/03/2026;;
128;128;;Girolando;13/06/2026;7;02/03/2026;;
129;129;;Girolando;04/04/2026;11;27/03/2026;;
129;129;;Girolando;17/04/2026;17;27/03/2026;;
129;129;;Girolando;01/05/2026;16;27/03/2026;;
129;129;;Girolando;09/05/2026;21;27/03/2026;;
129;129;;Girolando;18/05/2026;21;27/03/2026;;
129;129;;Girolando;13/06/2026;25;27/03/2026;;
130;130;;Girolando;23/01/2026;7;18/01/2026;20/05/2026;
130;130;;Girolando;30/01/2026;20;18/01/2026;20/05/2026;
130;130;;Girolando;18/02/2026;21;18/01/2026;20/05/2026;
130;130;;Girolando;21/03/2026;22;18/01/2026;20/05/2026;
130;130;;Girolando;04/04/2026;25;18/01/2026;20/05/2026;
130;130;;Girolando;17/04/2026;23;18/01/2026;20/05/2026;
130;130;;Girolando;01/05/2026;23;18/01/2026;20/05/2026;
130;130;;Girolando;09/05/2026;22;18/01/2026;20/05/2026;
130;130;;Girolando;18/05/2026;23;18/01/2026;20/05/2026;
132;132;;Girolando;18/02/2026;13;30/01/2026;;
132;132;;Girolando;21/03/2026;17;30/01/2026;;
132;132;;Girolando;04/04/2026;18;30/01/2026;;
132;132;;Girolando;17/04/2026;10;30/01/2026;;
132;132;;Girolando;01/05/2026;17;30/01/2026;;
132;132;;Girolando;09/05/2026;18;30/01/2026;;
132;132;;Girolando;18/05/2026;21;30/01/2026;;
132;132;;Girolando;13/06/2026;21;30/01/2026;;
145;145;145;Holandês;13/12/2025;25,5;02/09/2025;;
145;145;145;Holandês;21/12/2025;23,2;02/09/2025;;
145;145;145;Holandês;29/12/2025;23;02/09/2025;;
145;145;145;Holandês;04/01/2026;24;02/09/2025;;
145;145;145;Holandês;10/01/2026;25;02/09/2025;;
145;145;145;Holandês;16/01/2026;24;02/09/2025;;
145;145;145;Holandês;23/01/2026;25;02/09/2025;;
145;145;145;Holandês;30/01/2026;26;02/09/2025;;
145;145;145;Holandês;18/02/2026;26;02/09/2025;;
145;145;145;Holandês;21/03/2026;22;02/09/2025;;
145;145;145;Holandês;04/04/2026;18;02/09/2025;;
145;145;145;Holandês;17/04/2026;22;02/09/2025;;
145;145;145;Holandês;01/05/2026;21;02/09/2025;;
145;145;145;Holandês;09/05/2026;23;02/09/2025;;
145;145;145;Holandês;18/05/2026;24;02/09/2025;;
145;145;145;Holandês;13/06/2026;20;02/09/2025;;
146;146;;Girolando;04/04/2026;11;24/03/2026;;
146;146;;Girolando;17/04/2026;15;24/03/2026;;
146;146;;Girolando;01/05/2026;17;24/03/2026;;
146;146;;Girolando;09/05/2026;20;24/03/2026;;
146;146;;Girolando;18/05/2026;16;24/03/2026;;
146;146;;Girolando;13/06/2026;19;24/03/2026;;
147;147;;Girolando;01/05/2026;14;25/04/2026;06/06/2026;
147;147;;Girolando;09/05/2026;20;25/04/2026;06/06/2026;
147;147;;Girolando;18/05/2026;21;25/04/2026;06/06/2026;
148;148;;Girolando;30/01/2026;16;25/01/2026;;
148;148;;Girolando;18/02/2026;21;25/01/2026;;
148;148;;Girolando;21/03/2026;24;25/01/2026;;
148;148;;Girolando;04/04/2026;24;25/01/2026;;
148;148;;Girolando;17/04/2026;23;25/01/2026;;
148;148;;Girolando;01/05/2026;30;25/01/2026;;
148;148;;Girolando;09/05/2026;31;25/01/2026;;
148;148;;Girolando;18/05/2026;29;25/01/2026;;
148;148;;Girolando;13/06/2026;29;25/01/2026;;
149;149;;Girolando;16/01/2026;21;11/01/2026;;
149;149;;Girolando;23/01/2026;23;11/01/2026;;
149;149;;Girolando;30/01/2026;23;11/01/2026;;
149;149;;Girolando;18/02/2026;19;11/01/2026;;
149;149;;Girolando;21/03/2026;19;11/01/2026;;
149;149;;Girolando;04/04/2026;19;11/01/2026;;
149;149;;Girolando;17/04/2026;22;11/01/2026;;
149;149;;Girolando;01/05/2026;20;11/01/2026;;
149;149;;Girolando;09/05/2026;22;11/01/2026;;
149;149;;Girolando;18/05/2026;22;11/01/2026;;
149;149;;Girolando;13/06/2026;22;11/01/2026;;
150;150;;Girolando;21/03/2026;20;11/03/2026;;
150;150;;Girolando;04/04/2026;22;11/03/2026;;
150;150;;Girolando;17/04/2026;22;11/03/2026;;
150;150;;Girolando;01/05/2026;25;11/03/2026;;
150;150;;Girolando;09/05/2026;24;11/03/2026;;
150;150;;Girolando;18/05/2026;25;11/03/2026;;
150;150;;Girolando;13/06/2026;25;11/03/2026;;
151;151;151;Holandês;13/12/2025;28;24/08/2025;;
151;151;151;Holandês;21/12/2025;23;24/08/2025;;
151;151;151;Holandês;29/12/2025;27;24/08/2025;;
151;151;151;Holandês;04/01/2026;24;24/08/2025;;
151;151;151;Holandês;10/01/2026;25;24/08/2025;;
151;151;151;Holandês;16/01/2026;27;24/08/2025;;
151;151;151;Holandês;23/01/2026;24;24/08/2025;;
151;151;151;Holandês;30/01/2026;24;24/08/2025;;
151;151;151;Holandês;18/02/2026;27;24/08/2025;;
151;151;151;Holandês;21/03/2026;25;24/08/2025;;
151;151;151;Holandês;04/04/2026;26;24/08/2025;;
151;151;151;Holandês;17/04/2026;25;24/08/2025;;
151;151;151;Holandês;01/05/2026;26;24/08/2025;;
151;151;151;Holandês;09/05/2026;31;24/08/2025;;
151;151;151;Holandês;18/05/2026;30;24/08/2025;;
151;151;151;Holandês;13/06/2026;27;24/08/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;29/11/2025;15;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;13/12/2025;22;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;21/12/2025;25;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;29/12/2025;23;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;04/01/2026;20;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;10/01/2026;23;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;16/01/2026;20;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;23/01/2026;23;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;30/01/2026;24;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;18/02/2026;22;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;21/03/2026;21;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;04/04/2026;21;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;17/04/2026;23;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;01/05/2026;20;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;09/05/2026;25;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;18/05/2026;23;04/11/2025;;
206;206-ARAPUCA;206-ARAPUCA;Girolando;13/06/2026;21;04/11/2025;;
208;208-Rasgada;208-RASGADA;Holandês;21/12/2025;17;13/12/2025;;
