ESTADO;MUNICÍPIO;FAZENDA;NÚMERO DA MATRIZ;DATA DE NASCIMENTO;DATA DE ENTRADA NA FAZENDA;DATA DE APTIDÃO;RAÇA DA MATRIZ;DATA DE BAIXA;TIPO DE BAIXA;MOTIVO DE BAIXA;GANHO DE PESO NASCIMENTO A DESM;PROPRIETÁRIO;IDSEMEN PAI;NÚMERO PAI;IDSEMEN AVÔ MATERNO;NÚMERO AVÔ MATERNO;DATA DO ÚLTIMO PARTO;TIPO DE PARTO;ORDEM DE PARTO;RETENÇÃO DE PLACENTA;GEMELAR ÚLTIMO PARTO;SEXO CRIA 1 - ÚLTIMO PARTO;SEXO CRIA 2 - ÚLTIMO PARTO;PESO AO PARTO;ECC NA SECAGEM;ECC ÚLTIMO PARTO;DATA DO SERVIÇO;TIPO DO SERVIÇO;INSEMINADOR;CONDIÇÃO DE IA;PROTOCOLO;REPRODUTOR;IDSEMEN REPRODUTOR;TIPO DE SÊMEN;RAÇA DO REPRODUTOR;ORDEM DE TENTATIVA;INTERVALO ENTRE TENTATIVAS;Tº RETAL IA/IATF;SETOR NA TENTATIVA;DATA DO DIAGNOSTICO;DIAGNÓSTICO;DATA DA PERDA DE PRENHEZ;TIPO DA PERDA DE PRENHEZ;CCS NO PRIMEIRO MÊS PÓS PARTO;CCS;PRODUÇÃO LACTAÇÃO ANTERIOR;DURAÇÃO DA LACTAÇÃO ANTERIOR (D;PERIODO SECO ANTERIOR (DIAS);PRODUÇÃO DE LEITE;DOENÇA NA LACTAÇÃO;ESCORE;CL INÍCIO PROTOCOLO;PEV;PARTO_REAL;TIPO_PARTO_REAL;SEXO CRIA 1 - ÚLTIMO PARTO REAL;SEXO CRIA 2 - ÚLTIMO PARTO REAL;DATA DE INÍCIO DA PRIMEIRA LACT;DATA DE TÉRMINO DA PRIMEIRA LAC;PRODUÇÃO TOTAL NA PRIMEIRA LACT;
;;Fazenda Estreito Ponte de Pedra;20;02/12/2024;27/04/2026;02/12/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;02/04/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;20;02/12/2024;27/04/2026;02/12/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;10/05/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;FREDERICO;;;Nelore;2;38;;Principal - Leite;12/06/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;206;09/08/2023;09/08/2023;08/08/2024;Girolando;;;;;;;VALENTE;;;;;0;;;;;;;;09/11/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;09/12/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;04/11/2025;;5883;
;;Fazenda Estreito Ponte de Pedra;206;09/08/2023;09/08/2023;08/08/2024;Girolando;;;;;;;VALENTE;;;;;0;;;;;;;;25/01/2025;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;2;77;;Principal - Leite;02/03/2025;POSITIVO;;;;;;;;;0;;0;45;04/11/2025;Normal;;;04/11/2025;;5883;
;;Fazenda Estreito Ponte de Pedra;206;09/08/2023;09/08/2023;08/08/2024;Girolando;;;;;;;VALENTE;;;04/11/2025;Normal;1;0;;;;;;;16/12/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;15/01/2026;NEGATIVO;;;;352;;;;5883;0;;0;45;;;;;04/11/2025;;5883;
;;Fazenda Estreito Ponte de Pedra;206;09/08/2023;09/08/2023;08/08/2024;Girolando;;;;;;;VALENTE;;;04/11/2025;Normal;1;0;;;;;;;26/01/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. STARGAZER MES;;C;Girolando;2;41;;Principal - Leite;26/02/2026;POSITIVO;;;;352;;;;5883;0;;0;45;;;;;04/11/2025;;5883;
;;Fazenda Estreito Ponte de Pedra;2063;09/12/2024;27/04/2026;09/12/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;30/04/2026;Inseminação Artificial;;CIO NATURAL;;COORS;;C;Holandês;1;;;Principal - Leite;12/06/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2074;11/06/2024;27/04/2026;11/06/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;11/10/2025;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;208;02/10/2023;02/10/2023;01/10/2024;Holandês;;;;;;;;;;;;0;;;;;;;;25/01/2025;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;25/02/2025;NEGATIVO;;;;;;;;;0;;0;45;;;;;13/12/2025;;6215;
;;Fazenda Estreito Ponte de Pedra;208;02/10/2023;02/10/2023;01/10/2024;Holandês;;;;;;;;;;;;0;;;;;;;;13/03/2025;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;2;47;;Principal - Leite;23/04/2025;POSITIVO;;;;;;;;;0;;0;45;13/12/2025;Auxiliado;F;;13/12/2025;;6215;
;;Fazenda Estreito Ponte de Pedra;208;02/10/2023;02/10/2023;01/10/2024;Holandês;;;;;;;;;;13/12/2025;Auxiliado;1;0;NÃO;F;;;;;16/02/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;20/03/2026;NEGATIVO;;;352;;;;;6215;0;;0;45;;;;;13/12/2025;;6215;
;;Fazenda Estreito Ponte de Pedra;208;02/10/2023;02/10/2023;01/10/2024;Holandês;;;;;;;;;;13/12/2025;Auxiliado;1;0;NÃO;F;;;;;31/03/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;COORS;;C;Holandês;2;43;;Principal - Leite;29/04/2026;NEGATIVO;;;352;;;;;6215;0;;0;45;;;;;13/12/2025;;6215;
;;Fazenda Estreito Ponte de Pedra;208;02/10/2023;02/10/2023;01/10/2024;Holandês;;;;;;;;;;13/12/2025;Auxiliado;1;0;NÃO;F;;;;;10/05/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;COORS;;C;Holandês;3;40;;Principal - Leite;12/06/2026;NEGATIVO;;;352;;;;;6215;0;;0;45;;;;;13/12/2025;;6215;
;;Fazenda Estreito Ponte de Pedra;208;02/10/2023;02/10/2023;01/10/2024;Holandês;;;;;;;;;;13/12/2025;Auxiliado;1;0;NÃO;F;;;;;23/06/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;SEVAVERDE;;;Holandês;4;44;;Principal - Leite;;ABERTO;;;352;;;;;6215;0;;0;45;;;;;13/12/2025;;6215;
;;Fazenda Estreito Ponte de Pedra;215;12/02/2024;12/02/2024;11/02/2025;Holandês;;;;;;;;;;;;0;;;;;;;;26/03/2025;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;23/04/2025;POSITIVO;;;;;;;;;0;;0;45;31/12/2025;Normal;F;;31/12/2025;;6496;
;;Fazenda Estreito Ponte de Pedra;215;12/02/2024;12/02/2024;11/02/2025;Holandês;;;;;;;;;;31/12/2025;Normal;1;0;NÃO;F;;;;;26/02/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;10/04/2026;POSITIVO;;;;;;;;6496;0;;0;45;;;;;31/12/2025;;6496;
;;Fazenda Estreito Ponte de Pedra;2213;07/10/2024;27/04/2026;07/10/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;07/02/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2230;19/09/2024;27/04/2026;19/09/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;19/01/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2231;29/09/2024;27/04/2026;29/09/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;29/01/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2246;09/12/2024;27/04/2026;09/12/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;28/04/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;COORS;;C;Holandês;1;;;Principal - Leite;12/06/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2341;27/02/2025;27/04/2026;27/02/2026;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;02/05/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;COORS;;C;Holandês;1;;;Principal - Leite;12/06/2026;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2341;27/02/2025;27/04/2026;27/02/2026;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;23/06/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;HAGEN;;S;Holandês;2;52;;Principal - Leite;;ABERTO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2344;26/05/2024;27/04/2026;26/05/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;26/09/2025;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;30/06/2026;Normal;M;;30/06/2026;;0;
;;Fazenda Estreito Ponte de Pedra;2345;22/11/2024;27/04/2026;22/11/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;22/03/2026;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2346;27/02/2025;27/04/2026;27/02/2026;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;02/05/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;COORS;;C;Holandês;1;;;Principal - Leite;12/06/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2347;27/02/2025;27/04/2026;27/02/2026;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;02/05/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;COORS;;C;Holandês;1;;;Principal - Leite;12/06/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;2348;26/06/2024;27/04/2026;26/06/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;26/10/2025;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;29/04/2026;POSITIVO;;;;;;;;;0;;0;45;22/06/2026;Normal;F;;22/06/2026;;0;
;;Fazenda Estreito Ponte de Pedra;2349;20/06/2024;27/04/2026;20/07/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;;;0;;;;;;;;24/07/2025;Cobertura;;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;N. INF;;;Girolando;1;;;Principal - Leite;24/08/2025;POSITIVO;;;;;;;;;0;;0;45;02/05/2026;Natimorto;F;;02/05/2026;;3243;
;;Fazenda Estreito Ponte de Pedra;2349;20/06/2024;27/04/2026;20/07/2025;Girolando;;;;;JAIRO NASSER QUINTILIANO DA SILVA;;;;;02/05/2026;Natimorto;1;0;NÃO;F;;;;;12/06/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;GUINESS;;C;Holandês;1;;;Principal - Leite;;ABERTO;;;;;;;;3243;0;;0;45;;;;;02/05/2026;;3243;
;;Fazenda Estreito Ponte de Pedra;282-A;24/05/2018;24/05/2018;24/05/2019;Holandês;24/02/2026;Morte;Casco;;;;;;;;;0;;;;;;;;21/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/01/2024;POSITIVO;;;;;;;;;0;;0;45;24/08/2024;Normal;;;24/08/2024;01/10/2025;9820;
;;Fazenda Estreito Ponte de Pedra;282-A;24/05/2018;24/05/2018;24/05/2019;Holandês;24/02/2026;Morte;Casco;;;;;;;24/08/2024;Normal;1;0;;;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;19/12/2024;POSITIVO;10/02/2025;DIAGNÓSTICO;;;;;;11937,2;0;;0;45;;;;;24/08/2024;01/10/2025;9820;
;;Fazenda Estreito Ponte de Pedra;282-A;24/05/2018;24/05/2018;24/05/2019;Holandês;24/02/2026;Morte;Casco;;;;;;;24/08/2024;Normal;1;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;2;97;;Principal - Leite;27/03/2025;POSITIVO;;;;;;;;11937,2;0;;0;45;24/11/2025;Normal;;;24/08/2024;01/10/2025;9820;
;;Fazenda Estreito Ponte de Pedra;3335;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;368-A;02/01/2019;02/01/2019;02/01/2020;Holandês;19/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;30/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;07/11/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;368-A;02/01/2019;02/01/2019;02/01/2020;Holandês;19/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;80;;Principal - Leite;19/12/2024;POSITIVO;10/02/2025;DIAGNÓSTICO;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;368-A;02/01/2019;02/01/2019;02/01/2020;Holandês;19/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;3;97;;Principal - Leite;27/03/2025;POSITIVO;19/08/2025;INSEMINAÇÃO;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;368-A;02/01/2019;02/01/2019;02/01/2020;Holandês;19/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;4;177;;Principal - Leite;23/09/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;1;;;Principal - Leite;01/06/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;12/06/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;2;44;;Principal - Leite;18/07/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;29/07/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;3;47;;Principal - Leite;28/09/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;09/10/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;4;72;;Principal - Leite;07/11/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;08/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;30;;Principal - Leite;11/12/2023;POSITIVO;27/05/2024;INSEMINAÇÃO;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;6;201;;Principal - Leite;27/06/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;08/07/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;7;42;;Principal - Leite;08/08/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;19/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;8;42;;Principal - Leite;06/09/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;08/09/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;9;20;;Principal - Leite;07/11/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;400 MACACA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;10;71;;Principal - Leite;19/12/2024;POSITIVO;;;;;;;;;0;;0;45;28/08/2025;Normal;;;28/08/2025;;0;
;;Fazenda Estreito Ponte de Pedra;401;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;1;;;Principal - Leite;;ABERTO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;401 MERYLU;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;1;;;Principal - Leite;01/06/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;27/03/2024;09/03/2025;5144;
;;Fazenda Estreito Ponte de Pedra;401 MERYLU;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;12/06/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;2;44;;Principal - Leite;18/07/2023;POSITIVO;;;;;;;;;0;;0;45;27/03/2024;Normal;;;27/03/2024;09/03/2025;5144;
;;Fazenda Estreito Ponte de Pedra;401 MERYLU;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;27/03/2024;Normal;1;0;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;27/06/2024;NEGATIVO;;;;;;;;5721,799;0;;0;45;;;;;27/03/2024;09/03/2025;5144;
;;Fazenda Estreito Ponte de Pedra;401 MERYLU;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;27/03/2024;Normal;1;0;;;;;;;08/07/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;42;;Principal - Leite;08/08/2024;NEGATIVO;;;;;;;;5721,799;0;;0;45;;;;;27/03/2024;09/03/2025;5144;
;;Fazenda Estreito Ponte de Pedra;401 MERYLU;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Outras;;;;;;;27/03/2024;Normal;1;0;;;;;;;19/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;42;;Principal - Leite;26/09/2024;POSITIVO;;;;;;;;5721,799;0;;0;45;26/05/2025;Normal;F;;27/03/2024;09/03/2025;5144;
;;Fazenda Estreito Ponte de Pedra;402;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;1;;;Principal - Leite;;ABERTO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;1;;;Principal - Leite;01/06/2023;POSITIVO;;;;;;;;;0;;0;45;07/02/2024;Normal;F;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/02/2024;Normal;1;0;NÃO;F;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;16/05/2024;POSITIVO;;;;;;;;8948,294;0;;0;45;07/01/2025;Normal;F;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;06/04/2025;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;07/04/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;2;43;;Principal - Leite;15/05/2025;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;3;49;;Principal - Leite;01/07/2025;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;4;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;5;38;;Principal - Leite;11/09/2025;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;12/09/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;6;24;;Principal - Leite;07/11/2025;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
