ESTADO;MUNICÍPIO;FAZENDA;NÚMERO DA MATRIZ;DATA DE NASCIMENTO;DATA DE ENTRADA NA FAZENDA;DATA DE APTIDÃO;RAÇA DA MATRIZ;DATA DE BAIXA;TIPO DE BAIXA;MOTIVO DE BAIXA;GANHO DE PESO NASCIMENTO A DESM;PROPRIETÁRIO;IDSEMEN PAI;NÚMERO PAI;IDSEMEN AVÔ MATERNO;NÚMERO AVÔ MATERNO;DATA DO ÚLTIMO PARTO;TIPO DE PARTO;ORDEM DE PARTO;RETENÇÃO DE PLACENTA;GEMELAR ÚLTIMO PARTO;SEXO CRIA 1 - ÚLTIMO PARTO;SEXO CRIA 2 - ÚLTIMO PARTO;PESO AO PARTO;ECC NA SECAGEM;ECC ÚLTIMO PARTO;DATA DO SERVIÇO;TIPO DO SERVIÇO;INSEMINADOR;CONDIÇÃO DE IA;PROTOCOLO;REPRODUTOR;IDSEMEN REPRODUTOR;TIPO DE SÊMEN;RAÇA DO REPRODUTOR;ORDEM DE TENTATIVA;INTERVALO ENTRE TENTATIVAS;Tº RETAL IA/IATF;SETOR NA TENTATIVA;DATA DO DIAGNOSTICO;DIAGNÓSTICO;DATA DA PERDA DE PRENHEZ;TIPO DA PERDA DE PRENHEZ;CCS NO PRIMEIRO MÊS PÓS PARTO;CCS;PRODUÇÃO LACTAÇÃO ANTERIOR;DURAÇÃO DA LACTAÇÃO ANTERIOR (D;PERIODO SECO ANTERIOR (DIAS);PRODUÇÃO DE LEITE;DOENÇA NA LACTAÇÃO;ESCORE;CL INÍCIO PROTOCOLO;PEV;PARTO_REAL;TIPO_PARTO_REAL;SEXO CRIA 1 - ÚLTIMO PARTO REAL;SEXO CRIA 2 - ÚLTIMO PARTO REAL;DATA DE INÍCIO DA PRIMEIRA LACT;DATA DE TÉRMINO DA PRIMEIRA LAC;PRODUÇÃO TOTAL NA PRIMEIRA LACT;
;;Fazenda Estreito Ponte de Pedra;454 MARAISA;27/06/2023;27/06/2023;26/06/2024;Girolando;09/12/2025;Voluntária;Venda;;;;TOURO;;;;;0;;;;;;;;23/04/2025;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;23/05/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;455;04/09/2023;04/09/2023;03/09/2024;Girolando;;;;;;;TOURO;;;;;0;;;;;;;;21/04/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;22/05/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;13/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;13/11/2023;POSITIVO;;;;;;;;;0;;0;45;13/07/2024;Normal;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;30/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;07/11/2024;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;80;;Principal - Leite;19/12/2024;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;30/12/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;42;;Principal - Leite;10/02/2025;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;4;55;;Principal - Leite;06/04/2025;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;07/04/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;5;43;;Principal - Leite;15/05/2025;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;6;49;;Principal - Leite;01/07/2025;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;7;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;8;38;;Principal - Leite;27/09/2025;NEGATIVO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;457-A;27/06/2019;27/06/2019;26/06/2020;Holandês;04/12/2025;Morte;Outras;;;;;;;13/07/2024;Normal;1;0;;;;;;;28/09/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;9;40;;Principal - Leite;;ABERTO;;;;;;;;8735,7;0;;0;45;;;;;13/07/2024;18/09/2025;6980;
;;Fazenda Estreito Ponte de Pedra;459;07/02/2024;07/02/2024;06/02/2025;5/8 HO, GL;;;;;;;NABIL;;;;;0;;;;;;;;28/01/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;26/02/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;461;26/04/2024;26/04/2024;26/04/2025;Girolando;;;;;;;METEORO;;;;;0;;;;;;;;10/03/2026;Cobertura;;CIO NATURAL;;FREDERICO;;;Nelore;1;;;Principal - Leite;10/04/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;;;0;;;;;;;;30/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;30/11/2023;POSITIVO;;;;;;;;;0;;0;45;01/08/2024;Normal;F;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;01/08/2024;Normal;1;0;NÃO;F;;;;;07/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;07/11/2024;POSITIVO;19/12/2024;DIAGNÓSTICO;;;;;;12346,85;0;;0;45;;;;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;01/08/2024;Normal;1;0;NÃO;F;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;2;139;;Principal - Leite;27/03/2025;POSITIVO;;;;;;;;12346,85;0;;0;45;28/11/2025;Natimorto;;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;28/11/2025;Natimorto;2;0;;;;;;;26/01/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;23/02/2026;NEGATIVO;;;;352;12346,85;427;57;4844,8;0;;0;45;;;;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;28/11/2025;Natimorto;2;0;;;;;;;23/02/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;2;28;;Principal - Leite;24/03/2026;NEGATIVO;;;;;12346,85;427;57;4844,8;0;;0;45;;;;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;28/11/2025;Natimorto;2;0;;;;;;;24/03/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;3;29;;Principal - Leite;14/04/2026;NEGATIVO;;;;;12346,85;427;57;4844,8;0;;0;45;;;;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;472;31/08/2019;31/08/2019;30/08/2020;Holandês;04/06/2026;Voluntária;Mastite ambiental;;;;;;;28/11/2025;Natimorto;2;0;;;;;;;14/04/2026;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;4;21;;Principal - Leite;22/05/2026;NEGATIVO;;;;;12346,85;427;57;4844,8;0;;0;45;;;;;01/08/2024;02/10/2025;10030;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;21/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/01/2024;POSITIVO;;;;;;;;;0;;0;45;23/08/2024;Normal;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;19/12/2024;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;30/12/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;42;;Principal - Leite;10/02/2025;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;3;55;;Principal - Leite;06/04/2025;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;07/04/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;4;43;;Principal - Leite;15/05/2025;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;5;49;;Principal - Leite;01/07/2025;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;6;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;50-A;17/09/2016;17/09/2016;17/09/2017;Holandês;04/12/2025;Morte;Neosporose;;;;;;;23/08/2024;Normal;1;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;7;38;;Principal - Leite;23/09/2025;NEGATIVO;;;;;;;;9565,7;0;;0;45;;;;;23/08/2024;26/09/2025;7628;
;;Fazenda Estreito Ponte de Pedra;559;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;603;23/10/2020;23/10/2020;23/10/2021;Holandês;;;;;;;ABS LABEL;;;;;0;;;;;;;;04/03/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;04/04/2024;POSITIVO;;;;;;;;;0;;0;45;10/12/2024;Normal;F;;10/12/2024;19/11/2025;8862;
;;Fazenda Estreito Ponte de Pedra;603;23/10/2020;23/10/2020;23/10/2021;Holandês;;;;;;;ABS LABEL;;;10/12/2024;Normal;1;0;NÃO;F;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;06/04/2025;NEGATIVO;;;;;;;;9749,264;0;;0;45;;;;;10/12/2024;19/11/2025;8862;
;;Fazenda Estreito Ponte de Pedra;603;23/10/2020;23/10/2020;23/10/2021;Holandês;;;;;;;ABS LABEL;;;10/12/2024;Normal;1;0;NÃO;F;;;;;07/04/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;2;43;;Principal - Leite;15/05/2025;POSITIVO;;;;;;;;9749,264;0;;0;45;21/11/2025;Normal;F;;10/12/2024;19/11/2025;8862;
;;Fazenda Estreito Ponte de Pedra;603;23/10/2020;23/10/2020;23/10/2021;Holandês;;;;;;;ABS LABEL;;;21/11/2025;Normal;2;0;NÃO;F;;;;;16/02/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;20/03/2026;NEGATIVO;;;;;9749,264;344;2;5226;0;;0;45;;;;;10/12/2024;19/11/2025;8862;
;;Fazenda Estreito Ponte de Pedra;603;23/10/2020;23/10/2020;23/10/2021;Holandês;;;;;;;ABS LABEL;;;21/11/2025;Normal;2;0;NÃO;F;;;;;31/03/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;2;43;;Principal - Leite;21/04/2026;NEGATIVO;;;;;9749,264;344;2;5226;0;;0;45;;;;;10/12/2024;19/11/2025;8862;
;;Fazenda Estreito Ponte de Pedra;603;23/10/2020;23/10/2020;23/10/2021;Holandês;;;;;;;ABS LABEL;;;21/11/2025;Normal;2;0;NÃO;F;;;;;21/04/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;3;21;;Principal - Leite;22/05/2026;POSITIVO;;;;;9749,264;344;2;5226;0;;0;45;;;;;10/12/2024;19/11/2025;8862;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;21/11/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/01/2024;POSITIVO;;;;;;;;;0;;0;45;23/08/2024;Normal;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;17/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;19/12/2024;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;30/12/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;74;;Principal - Leite;10/02/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;3;55;;Principal - Leite;06/04/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;07/04/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;4;43;;Principal - Leite;15/05/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;5;49;;Principal - Leite;01/07/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;6;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;7;38;;Principal - Leite;23/09/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;628-AJ;30/11/2014;30/11/2014;30/11/2015;Holandês;28/12/2025;Voluntária;Abate;;;;;;;23/08/2024;Normal;1;0;;;;;;;04/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;8;46;;Principal - Leite;07/11/2025;NEGATIVO;;;;;;;;9330,7;0;;0;45;;;;;23/08/2024;20/11/2025;7272;
;;Fazenda Estreito Ponte de Pedra;657-BJ;14/03/2015;14/03/2015;13/03/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;22/01/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;22/02/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;07/04/2025;18/09/2025;2163,541;
;;Fazenda Estreito Ponte de Pedra;657-BJ;14/03/2015;14/03/2015;13/03/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;04/03/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;2;42;;Principal - Leite;04/04/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;07/04/2025;18/09/2025;2163,541;
;;Fazenda Estreito Ponte de Pedra;657-BJ;14/03/2015;14/03/2015;13/03/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;15/04/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;3;42;;Principal - Leite;06/06/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;07/04/2025;18/09/2025;2163,541;
;;Fazenda Estreito Ponte de Pedra;657-BJ;14/03/2015;14/03/2015;13/03/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;17/06/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;4;63;;Principal - Leite;09/07/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;07/04/2025;18/09/2025;2163,541;
;;Fazenda Estreito Ponte de Pedra;657-BJ;14/03/2015;14/03/2015;13/03/2016;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;10/07/2024;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;5;23;;Principal - Leite;15/08/2024;POSITIVO;;;;;;;;;0;;0;45;07/04/2025;Natimorto;;;07/04/2025;18/09/2025;2163,541;
;;Fazenda Estreito Ponte de Pedra;706-BJ;01/06/2015;01/06/2015;31/05/2016;Holandês;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;05/02/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;04/03/2024;POSITIVO;;;;;;;;;0;;0;45;14/11/2024;Normal;M;;14/11/2024;28/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;706-BJ;01/06/2015;01/06/2015;31/05/2016;Holandês;28/12/2025;Voluntária;Abate;;;;;;;14/11/2024;Normal;1;0;NÃO;M;;;;;03/02/2025;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;07/03/2025;NEGATIVO;;;;;;;;4079;0;;0;45;;;;;14/11/2024;28/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;706-BJ;01/06/2015;01/06/2015;31/05/2016;Holandês;28/12/2025;Voluntária;Abate;;;;;;;14/11/2024;Normal;1;0;NÃO;M;;;;;07/04/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;2;63;;Principal - Leite;15/05/2025;NEGATIVO;;;;;;;;4079;0;;0;45;;;;;14/11/2024;28/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;706-BJ;01/06/2015;01/06/2015;31/05/2016;Holandês;28/12/2025;Voluntária;Abate;;;;;;;14/11/2024;Normal;1;0;NÃO;M;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;3;49;;Principal - Leite;01/07/2025;NEGATIVO;;;;;;;;4079;0;;0;45;;;;;14/11/2024;28/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;706-BJ;01/06/2015;01/06/2015;31/05/2016;Holandês;28/12/2025;Voluntária;Abate;;;;;;;14/11/2024;Normal;1;0;NÃO;M;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;4;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;;;;4079;0;;0;45;;;;;14/11/2024;28/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;706-BJ;01/06/2015;01/06/2015;31/05/2016;Holandês;28/12/2025;Voluntária;Abate;;;;;;;14/11/2024;Normal;1;0;NÃO;M;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;5;38;;Principal - Leite;23/09/2025;POSITIVO;;;;;;;;4079;0;;0;45;;;;;14/11/2024;28/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;7508;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/01/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/02/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;7518;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;7520;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/01/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/02/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;7541;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;03/02/2026;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;03/03/2026;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;7542;01/08/2024;22/06/2026;01/08/2025;Girolando;;;;;HELIO RODARTE E SILVA;;;;;;;0;;;;;;;;23/11/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;23/12/2025;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
